-1778471.3661324966	1.#INF0e+000
-1351260.3438332982	2.40212e-001
-1349232.2626654950	1.50088e-003
-1350299.5114775719	-7.91005e-004
-1348896.3106643695	1.03918e-003
-1350141.3382536585	-9.22997e-004
-1350739.9589563534	-4.43376e-004
-1351719.0630943447	-7.24865e-004
-1352312.6296529288	-4.39120e-004
-1352438.9739737203	-9.34283e-005
-1352485.3503443699	-3.42909e-005
-1352002.9049517764	3.56710e-004
-1351326.2319160162	5.00497e-004
-1350743.8630452673	4.30961e-004
-1350083.6009195060	4.88814e-004
-1349179.0517400550	6.69995e-004
-1347987.8352235823	8.82920e-004
-1346767.3260613347	9.05430e-004
-1345352.7807612480	1.05033e-003
-1343983.7769949879	1.01758e-003
-1342523.6864689852	1.08639e-003
-1341165.6861579171	1.01153e-003
-1339700.9111537014	1.09217e-003
-1338204.1993091609	1.11720e-003
-1336785.1906178629	1.06038e-003
-1335378.6628560810	1.05217e-003
-1333944.4009921346	1.07405e-003
-1332589.1192988162	1.01600e-003
-1331213.6606482365	1.03217e-003
-1329874.3682438196	1.00607e-003
-1328681.4417880080	8.97022e-004
-1327544.6847796121	8.55553e-004
-1326486.5521515880	7.97060e-004
-1325466.4007977087	7.69063e-004
-1324560.2213644357	6.83668e-004
-1323763.7732731085	6.01292e-004
-1322981.7102979543	5.90787e-004
-1322310.2983026870	5.07499e-004
-1321677.5482449154	4.78519e-004
-1321078.2966542873	4.53402e-004
-1320548.1840162959	4.01273e-004
-1320086.5847308931	3.49551e-004
-1319667.8668687050	3.17190e-004
-1319292.7920298879	2.84219e-004
-1318992.1061743947	2.27914e-004
-1318702.4595641324	2.19597e-004
-1318457.0529239608	1.86097e-004
-1318220.6897122455	1.79273e-004
-1318007.3068587889	1.61872e-004
-1317835.7202955128	1.30186e-004
-1317630.7042600466	1.55570e-004
-1317428.5244200942	1.53442e-004
-1317257.3282044642	1.29947e-004
-1317106.1847174461	1.14741e-004
-1316968.8997390603	1.04232e-004
-1316865.0721401593	7.88383e-005
